FUNCTION,PERIOD,URL
VA 4722 Meeniyan Waterworks Trust 1950 -1984 Prime,1950-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4722
VA 4722 Meeniyan Waterworks Trust 1950 -1984 Prime,1950-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4722
VA 4598 Hernes Oak Waterworks Trust 1951 -1982 Prime,1951-1982,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4598
VA 1002 State Electricity Commission of Victoria (previously known as the Electricity Commissioners) 1951 -1993 Prime,1951-1993,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1002
VA 1040 Gas and Fuel Corporation 1951 -1995 Prime,1951-1995,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1040
VA 673 Department of Transport (known as Ministry of Transport 1951 to 1992) 1951 -1996 Prime,1951-1996,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=673 
VA 673 Department of Transport (known as Ministry of Transport 1951 to 1992) 1951 -1996 Prime,1951-1996,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=673 
VA 4919 Adult Multicultural Education Services (AMES) 1951 -ct Other ,1951-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4919
VA 2838 Mental Hygiene Authority 1952 -1962 Prime,1952-1962,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2838
VA 1251 Mordialloc-Cheltenham Community Hospital 1953 -1996 Other,1953-1996,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1251
VA 2905 Victorian Licensing Court 1954 -1968 Prime,1954-1968,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2905
VA 2905 Victorian Licensing Court 1954 -1968 Prime,1954-1968,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2905
VA 1027 Department of Labour and Industry 1954 -1970 Prime,1954-1970,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1027
VA 1027 Department of Labour and Industry 1954 -1980 Other,1954-1980,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1027
VA 1027 Department of Labour and Industry 1954 -1984 Prime,1954-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1027
VA 1027 Department of Labour and Industry 1954 -1984 Prime,1954-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1027
VA 1027 Department of Labour and Industry 1954 -1985 Prime,1954-1985,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1027
VA 1027 Department of Labour and Industry 1954 -1985 Prime,1954-1985,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1027
VA 1027 Department of Labour and Industry 1954 -1985 Prime,1954-1985,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1027
VA 1430 Latrobe Valley Water and Sewerage Board 1954 -1991 Prime,1954-1991,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1430
VA 1027 Department of Labour and Industry 1954 -ct Prime,1954-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1027
VA 1027 Department of Labour and Industry 1954 -ct Prime,1954-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1027
VA 4601 Boolara Waterworks Trust 1955 -1983 Prime,1955-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4601
VA 865 Department of the Treasurer (also known as Treasury and Treasurer's Office) 1956 -1974 Prime,1956-1974,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=865 
VA 1007 Melbourne Water Corporation [known as Melbourne and Metropolitan Board of Works to 1992] 1956 -1974 Prime,1956-1974,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1007
VA 1007 Melbourne Water Corporation [known as Melbourne and Metropolitan Board of Works to 1992] 1956 -1974 Prime,1956-1974,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1007
VA 4808 Geelong and District Cultural Institute 1956 -1980 Prime,1956-1980,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4808
VA 4052 Subordinate Legislation Committee 1956 -1982 Other,1956-1982,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4052
VA 4724 Korumburra Sewerage Authority 1956 -1984 Prime,1956-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4724
VA 1662 Beeac and District Hospital 1956 -ct Prime,1956-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1662
VA 4371 Aborigines Welfare Board 1957 -1968 Other,1957-1968,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4371
VA 4135 Yallourn North Waterworks Trust 1957 -1983 Prime,1957-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4135
VA 2142 Neerim South Waterworks Trust 1957 -1984 Prime,1957-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2142
VA 2088 Fish Creek Waterworks Trust 1958 -1984 Prime,1958-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2088
VA 2061 Balmoral Waterworks Trust 1958 -1984 Prime,1958-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2061
VA 2088 Fish Creek Waterworks Trust 1958 -1984 Prime,1958-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2088
VA 601 Local Government Department 1958 -1985 Prime,1958-1985,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=601 
VA 601 Local Government Department 1958 -1991 Prime,1958-1991,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=601 
VA 1429 First Mildura Irrigation Trust 1958 -ct Prime,1958-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1429
VA 1429 First Mildura Irrigation Trust 1958 -ct Prime,1958-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1429
VA 2918 Tourist Development Authority 1958 -ct Prime,1958-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2918
VA 2725 Companies Office (Also known as Companies Registration Office) 1959 -1974 Prime,1959-1974,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2725
"VA 2881 Department of State Development, Decentralisation and Tourism 1959 -1978 Prime",1959-1978,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2881
VA 1376 Vermin and Noxious Weeds Destruction Board 1959 -1983 Prime,1959-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1376
VA 1376 Vermin and Noxious Weeds Destruction Board 1959 -1983 Prime,1959-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1376
VA 4133 Tyers and Glengarry Waterworks Trust 1959 -1983 Prime,1959-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4133
VA 2316 Dumbalk Waterworks Trust 1959 -1984 Prime,1959-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2316
VA 2316 Dumbalk Waterworks Trust 1959 -1984 Prime,1959-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2316
"VA 4806 Grace McKellar House, Geelong Rehabilitation Hospital and Centre for the Aged 1959 -ct Prime",1959-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4806
"VA 2784 Social Welfare Branch, Chief Secretary's Department 1960 -1971 Prime",1960-1971,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2784
"VA 2784 Social Welfare Branch, Chief Secretary's Department 1960 -1971 Prime",1960-1971,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2784
"VA 2784 Social Welfare Branch, Chief Secretary's Department 1960 -1971 Prime",1960-1971,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2784
VA 475 Chief Secretary's Department 1960 -1973 Prime,1960-1973,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=475 
VA 2923 State Library of Victoria 1960 -1973 Prime,1960-1973,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2923
VA 601 Local Government Department 1960 -1985 Prime,1960-1985,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=601 
VA 2322 Office of the Valuer-General 1960 -ct Prime,1960-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2322
VA 743 National Heart Foundation of Australia 1960 -ct Prime,1960-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=743 
VA 743 National Heart Foundation of Australia 1960 -ct Prime,1960-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=743 
VA 2322 Office of the Valuer-General 1960 -ct Prime,1960-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2322
VA 743 National Heart Foundation of Australia 1960 -ct Prime,1960-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=743 
"VA 2620 Registrar of Probates, Supreme Court 1960 -ct Prime",1960-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2620
"VA 2784 Social Welfare Branch, Chief Secretary's Department 1961 -1971 Prime",1961-1971,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2784
"VA 2784 Social Welfare Branch, Chief Secretary's Department 1961 -1971 Prime",1961-1971,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2784
"VA 2784 Social Welfare Branch, Chief Secretary's Department 1961 -1971 Prime",1961-1971,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2784
"VA 2784 Social Welfare Branch, Chief Secretary's Department 1961 -1971 Prime",1961-1971,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2784
"VA 2784 Social Welfare Branch, Chief Secretary's Department 1961 -1971 Prime",1961-1971,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2784
VA 2130 Melton Waterworks Trust 1961 -1983 Prime,1961-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2130
"VA 2784 Social Welfare Branch, Chief Secretary's Department 1961 -ct Prime",1961-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2784
VA 2273 Rural Finance and Settlement Commission 1962 -1977 Prime,1962-1977,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2273
VA 692 Mental Health Authority 1962 -1978 Prime,1962-1978,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=692 
VA 4131 Thorpedale Waterworks Trust 1962 -1983 Prime,1962-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4131
VA 1027 Department of Labour and Industry 1962 -ct Prime,1962-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1027
VA 4129 Seaspray Waterworks Trust 1963 -1983 Prime,1963-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4129
VA 2037 Toora Sewerage Authority 1964 -1984 Prime,1964-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2037
VA 2045 Willaura Sewerage Authority 1964 -1984 Prime,1964-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2045
VA 612 Mines Department (also known as Department of Mines and Mining Department) 1965 -1977 Prime,1965-1977,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=612 
VA 571 Victoria Institute of Colleges 1965 -1980 Prime,1965-1980,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=571 
VA 4134 Yallourn North Sewerage Authority 1965 -1983 Prime,1965-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4134
VA 2987 Melbourne Underground Rail Loop Authority 1965 -1983 Prime,1965-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2987
VA 1975 Drouin Sewerage Authority 1965 -1984 Prime,1965-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1975
VA 601 Local Government Department 1965 -1985 Prime,1965-1985,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=601 
VA 4123 Erica Waterworks Trust 1966 -1983 Prime,1966-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4123
VA 4721 Alberton/Port Albert Waterworks Trust 1966 -1984 Prime,1966-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4721
VA 4721 Alberton/Port Albert Waterworks Trust 1966 -1984 Prime,1966-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4721
VA 1979 Foster Sewerage Authority 1966 -1984 Prime,1966-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1979
